单色点阵汉字库索引表
==========================================================================================
序号     字符   Unicode    偏移(像素区)      宽度     高度     行字节   
2319   揉    0x000063C9   0x00048780     32     32     4     
2320   柔    0x000067D4   0x00048800     32     32     4     
2321   肉    0x00008089   0x00048880     32     32     4     
2322   茹    0x00008339   0x00048900     32     32     4     
2323   蠕    0x00008815   0x00048980     32     32     4     
2324   儒    0x00005112   0x00048A00     32     32     4     
2325   孺    0x00005B7A   0x00048A80     32     32     4     
2326   如    0x00005982   0x00048B00     32     32     4     
2327   辱    0x00008FB1   0x00048B80     32     32     4     
2328   乳    0x00004E73   0x00048C00     32     32     4     
2329   汝    0x00006C5D   0x00048C80     32     32     4     
2330   入    0x00005165   0x00048D00     32     32     4     
2331   褥    0x00008925   0x00048D80     32     32     4     
2332   软    0x00008F6F   0x00048E00     32     32     4     
2333   阮    0x0000962E   0x00048E80     32     32     4     
2334   蕊    0x0000854A   0x00048F00     32     32     4     
2335   瑞    0x0000745E   0x00048F80     32     32     4     
2336   锐    0x00009510   0x00049000     32     32     4     
2337   闰    0x000095F0   0x00049080     32     32     4     
2338   润    0x00006DA6   0x00049100     32     32     4     
2339   若    0x000082E5   0x00049180     32     32     4     
2340   弱    0x00005F31   0x00049200     32     32     4     
2341   撒    0x00006492   0x00049280     32     32     4     
2342   洒    0x00006D12   0x00049300     32     32     4     
2343   萨    0x00008428   0x00049380     32     32     4     
2344   腮    0x0000816E   0x00049400     32     32     4     
2345   鳃    0x00009CC3   0x00049480     32     32     4     
2346   塞    0x0000585E   0x00049500     32     32     4     
2347   赛    0x00008D5B   0x00049580     32     32     4     
2348   三    0x00004E09   0x00049600     32     32     4     
2349   叁    0x000053C1   0x00049680     32     32     4     
2350   伞    0x00004F1E   0x00049700     32     32     4     
2351   散    0x00006563   0x00049780     32     32     4     
2352   桑    0x00006851   0x00049800     32     32     4     
2353   嗓    0x000055D3   0x00049880     32     32     4     
2354   丧    0x00004E27   0x00049900     32     32     4     
2355   搔    0x00006414   0x00049980     32     32     4     
2356   骚    0x00009A9A   0x00049A00     32     32     4     
2357   扫    0x0000626B   0x00049A80     32     32     4     
2358   嫂    0x00005AC2   0x00049B00     32     32     4     
2359   瑟    0x0000745F   0x00049B80     32     32     4     
2360   色    0x00008272   0x00049C00     32     32     4     
2361   涩    0x00006DA9   0x00049C80     32     32     4     
2362   森    0x000068EE   0x00049D00     32     32     4     
2363   僧    0x000050E7   0x00049D80     32     32     4     
2364   莎    0x0000838E   0x00049E00     32     32     4     
2365   砂    0x00007802   0x00049E80     32     32     4     
2366   杀    0x00006740   0x00049F00     32     32     4     
2367   刹    0x00005239   0x00049F80     32     32     4     
2368   沙    0x00006C99   0x0004A000     32     32     4     
2369   纱    0x00007EB1   0x0004A080     32     32     4     
2370   傻    0x000050BB   0x0004A100     32     32     4     
2371   啥    0x00005565   0x0004A180     32     32     4     
2372   煞    0x0000715E   0x0004A200     32     32     4     
2373   筛    0x00007B5B   0x0004A280     32     32     4     
2374   晒    0x00006652   0x0004A300     32     32     4     
2375   珊    0x000073CA   0x0004A380     32     32     4     
2376   苫    0x000082EB   0x0004A400     32     32     4     
2377   杉    0x00006749   0x0004A480     32     32     4     
2378   山    0x00005C71   0x0004A500     32     32     4     
2379   删    0x00005220   0x0004A580     32     32     4     
2380   煽    0x0000717D   0x0004A600     32     32     4     
2381   衫    0x0000886B   0x0004A680     32     32     4     
2382   闪    0x000095EA   0x0004A700     32     32     4     
2383   陕    0x00009655   0x0004A780     32     32     4     
2384   擅    0x000064C5   0x0004A800     32     32     4     
2385   赡    0x00008D61   0x0004A880     32     32     4     
2386   膳    0x000081B3   0x0004A900     32     32     4     
2387   善    0x00005584   0x0004A980     32     32     4     
2388   汕    0x00006C55   0x0004AA00     32     32     4     
2389   扇    0x00006247   0x0004AA80     32     32     4     
2390   缮    0x00007F2E   0x0004AB00     32     32     4     
2391   墒    0x00005892   0x0004AB80     32     32     4     
2392   伤    0x00004F24   0x0004AC00     32     32     4     
2393   商    0x00005546   0x0004AC80     32     32     4     
2394   赏    0x00008D4F   0x0004AD00     32     32     4     
2395   晌    0x0000664C   0x0004AD80     32     32     4     
2396   上    0x00004E0A   0x0004AE00     32     32     4     
2397   尚    0x00005C1A   0x0004AE80     32     32     4     
2398   裳    0x000088F3   0x0004AF00     32     32     4     
2399   梢    0x000068A2   0x0004AF80     32     32     4     
2400   捎    0x0000634E   0x0004B000     32     32     4     
2401   稍    0x00007A0D   0x0004B080     32     32     4     
2402   烧    0x000070E7   0x0004B100     32     32     4     
2403   芍    0x0000828D   0x0004B180     32     32     4     
2404   勺    0x000052FA   0x0004B200     32     32     4     
2405   韶    0x000097F6   0x0004B280     32     32     4     
2406   少    0x00005C11   0x0004B300     32     32     4     
2407   哨    0x000054E8   0x0004B380     32     32     4     
2408   邵    0x000090B5   0x0004B400     32     32     4     
2409   绍    0x00007ECD   0x0004B480     32     32     4     
2410   奢    0x00005962   0x0004B500     32     32     4     
2411   赊    0x00008D4A   0x0004B580     32     32     4     
2412   蛇    0x000086C7   0x0004B600     32     32     4     
2413   舌    0x0000820C   0x0004B680     32     32     4     
2414   舍    0x0000820D   0x0004B700     32     32     4     
2415   赦    0x00008D66   0x0004B780     32     32     4     
2416   摄    0x00006444   0x0004B800     32     32     4     
2417   射    0x00005C04   0x0004B880     32     32     4     
2418   慑    0x00006151   0x0004B900     32     32     4     
2419   涉    0x00006D89   0x0004B980     32     32     4     
2420   社    0x0000793E   0x0004BA00     32     32     4     
2421   设    0x00008BBE   0x0004BA80     32     32     4     
2422   砷    0x00007837   0x0004BB00     32     32     4     
2423   申    0x00007533   0x0004BB80     32     32     4     
2424   呻    0x0000547B   0x0004BC00     32     32     4     
2425   伸    0x00004F38   0x0004BC80     32     32     4     
2426   身    0x00008EAB   0x0004BD00     32     32     4     
2427   深    0x00006DF1   0x0004BD80     32     32     4     
2428   娠    0x00005A20   0x0004BE00     32     32     4     
2429   绅    0x00007EC5   0x0004BE80     32     32     4     
2430   神    0x0000795E   0x0004BF00     32     32     4     
2431   沈    0x00006C88   0x0004BF80     32     32     4     
2432   审    0x00005BA1   0x0004C000     32     32     4     
2433   婶    0x00005A76   0x0004C080     32     32     4     
2434   甚    0x0000751A   0x0004C100     32     32     4     
2435   肾    0x000080BE   0x0004C180     32     32     4     
2436   慎    0x0000614E   0x0004C200     32     32     4     
2437   渗    0x00006E17   0x0004C280     32     32     4     
2438   声    0x000058F0   0x0004C300     32     32     4     
2439   生    0x0000751F   0x0004C380     32     32     4     
2440   甥    0x00007525   0x0004C400     32     32     4     
2441   牲    0x00007272   0x0004C480     32     32     4     
2442   升    0x00005347   0x0004C500     32     32     4     
2443   绳    0x00007EF3   0x0004C580     32     32     4     
2444   省    0x00007701   0x0004C600     32     32     4     
2445   盛    0x000076DB   0x0004C680     32     32     4     
2446   剩    0x00005269   0x0004C700     32     32     4     
2447   胜    0x000080DC   0x0004C780     32     32     4     
2448   圣    0x00005723   0x0004C800     32     32     4     
2449   师    0x00005E08   0x0004C880     32     32     4     
2450   失    0x00005931   0x0004C900     32     32     4     
2451   狮    0x000072EE   0x0004C980     32     32     4     
2452   施    0x000065BD   0x0004CA00     32     32     4     
2453   湿    0x00006E7F   0x0004CA80     32     32     4     
2454   诗    0x00008BD7   0x0004CB00     32     32     4     
2455   尸    0x00005C38   0x0004CB80     32     32     4     
2456   虱    0x00008671   0x0004CC00     32     32     4     
2457   十    0x00005341   0x0004CC80     32     32     4     
2458   石    0x000077F3   0x0004CD00     32     32     4     
2459   拾    0x000062FE   0x0004CD80     32     32     4     
2460   时    0x000065F6   0x0004CE00     32     32     4     
2461   什    0x00004EC0   0x0004CE80     32     32     4     
2462   食    0x000098DF   0x0004CF00     32     32     4     
2463   蚀    0x00008680   0x0004CF80     32     32     4     
2464   实    0x00005B9E   0x0004D000     32     32     4     
2465   识    0x00008BC6   0x0004D080     32     32     4     
2466   史    0x000053F2   0x0004D100     32     32     4     
2467   矢    0x000077E2   0x0004D180     32     32     4     
2468   使    0x00004F7F   0x0004D200     32     32     4     
2469   屎    0x00005C4E   0x0004D280     32     32     4     
2470   驶    0x00009A76   0x0004D300     32     32     4     
2471   始    0x000059CB   0x0004D380     32     32     4     
2472   式    0x00005F0F   0x0004D400     32     32     4     
2473   示    0x0000793A   0x0004D480     32     32     4     
2474   士    0x000058EB   0x0004D500     32     32     4     
2475   世    0x00004E16   0x0004D580     32     32     4     
2476   柿    0x000067FF   0x0004D600     32     32     4     
2477   事    0x00004E8B   0x0004D680     32     32     4     
2478   拭    0x000062ED   0x0004D700     32     32     4     
2479   誓    0x00008A93   0x0004D780     32     32     4     
2480   逝    0x0000901D   0x0004D800     32     32     4     
2481   势    0x000052BF   0x0004D880     32     32     4     
2482   是    0x0000662F   0x0004D900     32     32     4     
2483   嗜    0x000055DC   0x0004D980     32     32     4     
2484   噬    0x0000566C   0x0004DA00     32     32     4     
2485   适    0x00009002   0x0004DA80     32     32     4     
2486   仕    0x00004ED5   0x0004DB00     32     32     4     
2487   侍    0x00004F8D   0x0004DB80     32     32     4     
2488   释    0x000091CA   0x0004DC00     32     32     4     
2489   饰    0x00009970   0x0004DC80     32     32     4     
2490   氏    0x00006C0F   0x0004DD00     32     32     4     
2491   市    0x00005E02   0x0004DD80     32     32     4     
2492   恃    0x00006043   0x0004DE00     32     32     4     
2493   室    0x00005BA4   0x0004DE80     32     32     4     
2494   视    0x000089C6   0x0004DF00     32     32     4     
2495   试    0x00008BD5   0x0004DF80     32     32     4     
2496   收    0x00006536   0x0004E000     32     32     4     
2497   手    0x0000624B   0x0004E080     32     32     4     
2498   首    0x00009996   0x0004E100     32     32     4     
2499   守    0x00005B88   0x0004E180     32     32     4     
2500   寿    0x00005BFF   0x0004E200     32     32     4     
2501   授    0x00006388   0x0004E280     32     32     4     
2502   售    0x0000552E   0x0004E300     32     32     4     
2503   受    0x000053D7   0x0004E380     32     32     4     
2504   瘦    0x00007626   0x0004E400     32     32     4     
2505   兽    0x0000517D   0x0004E480     32     32     4     
2506   蔬    0x0000852C   0x0004E500     32     32     4     
2507   枢    0x000067A2   0x0004E580     32     32     4     
2508   梳    0x000068B3   0x0004E600     32     32     4     
2509   殊    0x00006B8A   0x0004E680     32     32     4     
